index_content,word,nature,index_word
131,水瓢,n,28
131,全程,n,29
131,没翻,v,30
131,受伤,v,31
131,晒,v,32
131,好多,m,33
131,漂,v,34
131,完黑,v,35
131,度,zg,36
131,全程,n,37
131,阴凉,nr,38
131,水,n,39
131,漂白,v,40
131,度,zg,41
131,耗时,n,42
131,想,v,43
131,短,a,44
131,漂,v,45
131,两个,m,46
131,半小时,b,47
131,有人,r,48
131,岸上,s,49
131,卖,v,50
131,水枪,n,51
131,人射水,n,52
131,好烦,a,53
131,笑,v,54
131,可爱,v,55
131,昨天,t,56
131,雨,n,57
131,水,n,58
131,浑,n,59
144,价格,n,0
144,喜欢,v,1
144,刺激,v,2
144,全程,n,3
144,风平浪静,i,4
146,糟糕,a,0
146,体验,n,1
146,超级,b,2
146,发放,v,3
146,设备,vn,4
146,一顿,m,5
146,哄抢,v,6
146,秩序,n,7
146,说好,v,8
146,排队,n,9
146,抢,v,10
146,厉害,a,11
146,工作人员,n,12
146,安排,v,13
146,态度,n,14
146,差,a,15
146,过程,n,16
146,中,f,17
146,激流,n,18
146,有人,r,19
146,翻船,v,20
146,工作人员,n,21
146,慢悠悠,z,22
146,救人,n,23
146,看着,v,24
146,恐怖,a,25
146,水,n,26
146,冷,a,27
146,过程,n,28
146,中,f,29
146,难免,d,30
146,磕磕碰碰,v,31
146,船,n,32
146,漏气,n,33
146,心情,n,34
146,很好,a,35
146,后悔,v,36
147,第一次,m,0
147,玩,v,1
147,很久,m,2
147,想,v,3
147,玩,v,4
147,镇远,a,5
147,玩玩,n,6
147,值得,v,7
147,推荐,v,8
147,地方,n,9
153,爽,nr,0
153,刺激,v,1
153,玩,v,2
153,开心,v,3
153,全长,n,4
153,公里,q,5
153,三个,m,6
153,小时,n,7
153,数不清,l,8
153,陡坡,ns,9
153,坡,n,10
153,激流,n,11
153,刺激,v,12
153,凉爽,a,13
153,旅行,vn,14
153,值得,v,15
153,记得,v,16
153,穿长,v,17
153,衣服,n,18
153,裤子,n,19
153,晒黑,v,20
153,哈哈哈哈,o,21
155,水质,n,0
155,还行,v,1
155,时间,n,2
155,太短,n,3
155,中途,b,4
155,不停,d,5
155,吃,v,6
155,东西,ns,7
155,估计,v,8
155,小时,n,9
155,漂,a,10
155,周末,t,11
155,车,n,12
155,开到,v,13
155,漂,v,14
155,点,q,15
155,请,v,16
155,代价,n,17
155,开,v,18
155,回,v,19
155,游客,n,20
155,中心,n,21
155,停车场,n,22
155,这样的话,l,23
155,不用,v,24
155,排队,n,25
155,贵阳,ns,26
155,三四个,m,27
155,小时,n,28
155,漂,v,29
155,不到,v,30
155,两个,m,31
155,小时,n,32
155,意犹未尽,i,33
155,感觉,n,34
170,还行,v,0
170,三个,m,1
170,小时,n,2
170,太,d,3
170,堵,v,4
179,满意,v,0
179,刺激,v,1
179,好耍,v,2
179,中途,b,3
179,吃,v,4
179,土豆,n,5
179,豆腐,n,6
179,烤肉,n,7
179,建议,n,8
179,改善,v,9
179,回来,v,10
179,洗澡水,nz,11
179,太冷,ns,12
179,电吹风,n,13
179,真的,d,14
179,太,d,15
179,人性化,n,16
180,好玩,v,0
180,闺蜜,n,1
180,男票,n,2
180,水,n,3
180,冰,n,4
180,刺激,v,5
180,好玩,v,6
180,刺激,v,7
180,奶奶,n,8
180,漂,v,9
180,第一次,m,10
180,满意,v,11
180,嗓子,n,12
180,沙哑,n,13
180,好玩,v,14
191,终点,d,0
191,洗澡,v,1
191,完美,a,2
191,刺激,v,3
191,危险,an,4
191,地方,n,5
191,救生员,n,6
201,服务,vn,0
201,满意,v,1
201,刺激,v,2
201,朋友,n,3
201,年,m,4
236,满意,v,0
236,那天,r,1
236,下雨,v,2
236,冷,a,3
236,太阳,ns,4
236,完美,a,5
239,喜欢,v,0
239,刺激,v,1
239,全程,n,2
239,一路,m,3
239,刺激,v,4
248,太棒了,nr,0
249,值得,v,0
249,体验,n,1
249,水,n,2
249,凉,v,3
249,漂到,v,4
249,冷,a,5
249,几个,m,6
249,刺激,v,7
249,一点,m,8
249,急流,n,9
267,不错,a,0
267,五星,nz,1
267,好评,v,2
268,不错,a,0
268,五星,nz,1
268,好评,v,2
275,孩子,n,0
275,喜欢,v,1
278,还行,v,0
278,夏天,t,1
278,全程,n,2
278,三个,m,3
278,小时,n,4
278,炎热,a,5
278,试一下,n,6
295,泸州,ns,0
295,出发,v,1
295,先,d,2
295,耍,v,3
295,镇远,a,4
295,古镇,ns,5
295,第二天,m,6
295,早上,t,7
295,出发,v,8
295,距离,n,9
295,刺激,v,10
295,水质,n,11
295,清晰,a,12
295,干净,a,13
295,大人,n,14
295,小孩,n,15
295,玩,v,16
295,开心,v,17
295,耍,v,18
295,亲们,n,19
295,记得,v,20
295,防晒霜,nz,21
295,水枪,n,22
295,水瓢,n,23
295,防水,v,24
295,袋装,n,25
295,手机,n,26
295,唯一,b,27
295,满意,v,28
295,十点,m,29
295,售票,n,30
295,售票处,l,31
295,处离,v,32
295,远,a,33
295,换乘,nz,34
295,景区,n,35
295,大巴车,n,36
296,喜欢,v,0
296,朋友,n,1
296,深圳,ns,2
296,体验,n,3
297,刺激,v,0
297,满意,v,1
297,当天,t,2
297,大雨,n,3
297,冷,a,4
297,死,v,5
298,好玩,v,0
298,值得,v,1
298,服务,vn,2
298,开车,v,3
298,到达,v,4
298,服务中心,n,5
298,大巴车,n,6
298,接送,v,7
298,起点,n,8
298,返回,v,9
298,车,n,10
298,送到,v,11
298,停车,v,12
298,地方,n,13
298,东西,ns,14
298,卖,v,15
298,不贵,a,16
298,一路上,l,17
298,激流,n,18
298,游泳,vn,19
298,翻船,v,20
298,整整,vn,21
298,漂,v,22
298,四个,m,23
298,小时,n,24
298,吃,v,25
298,边玩,n,26
298,太,d,27
298,给力,v,28
298,年,m,29
298,相约,d,30
306,自驾游,i,0
306,第一次,m,1
306,熟悉,v,2
306,路,n,3
306,车,n,4
306,开到,v,5
306,起点,n,6
306,工作人员,n,7
306,告诉,v,8
306,车,n,9
306,开到,v,10
306,终点,d,11
306,车子,n,12
306,送,v,13
306,回,v,14
306,起点,n,15
306,小时,n,16
306,终点,d,17
306,开车,v,18
306,回家,n,19
306,一路,m,20
306,沿途,b,21
306,风景,n,22
306,刺激,v,23
306,适合,v,24
306,年轻人,n,25
306,喜欢,v,26
306,游玩,n,27
306,不错,a,28
306,选择,v,29
306,激流,n,30
306,地方,n,31
306,救生员,n,32
306,守,v,33
309,五星,nz,0
309,好评,v,1
309,点,m,2
309,赞,v,3
309,强烈推荐,i,4
309,真的,d,5
309,太爽,nr,6
309,唯一,b,7
309,心塞,n,8
309,飘到,v,9
309,太冷,ns,10
309,冰箱,n,11
309,里,f,12
309,水,n,13
309,特别,d,14
309,干净,a,15
309,玩,v,16
309,比较烦,l,17
309,艇,n,18
309,采用,v,19
309,底下,f,20
309,漏水,n,21
309,装置,n,22
309,艇,n,23
309,一瓢,m,24
309,一瓢,m,25
309,舀,v,26
309,累死,v,27
309,希望,v,28
309,改进,v,29
309,自驾游,i,30
309,朋友,n,31
309,开到,v,32
309,漂,v,33
309,点,q,34
309,服务中心,n,35
309,车,n,36
309,接送,v,37
309,漂,v,38
309,回来,v,39
309,开到,v,40
309,车,n,41
336,时间,n,0
336,小时,n,1
336,前段,n,2
336,平稳,a,3
336,中后,f,4
336,段,q,5
336,刺激,v,6
336,地方,n,7
336,值得,v,8
336,价,n,9
336,记得,v,10
336,身份证,n,11
336,原件,n,12
336,年龄,n,13
336,做,v,14
336,功课,n,15
339,第一次,m,0
339,玩,v,1
339,里,f,2
339,吃,v,3
339,东西,ns,4
339,接受,v,5
339,漂到,v,6
339,累,a,7
339,饿,v,8
339,多要,b,9
339,好玩,v,10
339,点,m,11
339,打水仗,l,12
339,值得,v,13
364,设施,n,0
364,不错,a,1
364,景区,n,2
364,运力,n,3
364,充足,a,4
364,第一,m,5
364,惊险刺激,l,6
364,第一,m,7
364,物超所值,i,8
364,护航,v,9
364,员,zg,10
364,真的,d,11
364,负责,v,12
364,女儿,n,13
364,翻船,v,14
364,护航,v,15
364,员,zg,16
364,敏捷,a,17
364,跳,v,18
364,下水,v,19
364,施救,v,20
364,超级,b,21
364,赞,v,22
364,回味无穷,i,23
364,贵州,ns,24
364,第一,m,25
364,漂,v,26
368,感觉,n,0
368,挺好,a,1
368,天气,n,2
368,刚刚,d,3
368,不冷不热,l,4
368,环境优美,n,5
368,设施,n,6
368,完善,v,7
368,挺好,a,8
368,交通,n,9
368,便利,a,10
368,真的,d,11
368,值得,v,12
368,玩,v,13
368,救援,vn,14
368,人员,n,15
368,认真负责,n,16
368,不用,v,17
368,担心,v,18
369,太,d,0
369,力,n,1
369,超级,b,2
369,刺激,v,3
369,安全员,n,4
369,特别,d,5
369,只不过,c,6
369,护具,n,7
369,五星,nz,8
369,好评,v,9
382,值得,v,0
382,地方,n,1
382,刺激,v,2
382,水,n,3
382,很凉,a,4
403,年,m,0
403,前去,t,1
403,好玩,v,2
403,增加,v,3
403,惊险,a,4
403,地段,n,5
403,翻船,v,6
403,还好,v,7
403,岸边,s,8
403,救生员,n,9
405,刺激,v,0
405,值得,v,1
405,尝试,vn,2
408,第二次,m,0
408,一如既往,i,1
408,刺激,v,2
408,喜欢,v,3
408,刺激,v,4
408,朋友,n,5
408,不错,a,6
408,选择,v,7
424,设施,n,0
424,齐全,nr,1
424,环境优美,n,2
424,交通,n,3
424,过程,n,4
424,刺激,v,5
424,大人,n,6
424,孩子,n,7
424,喜欢,v,8
424,下次,t,9
427,难忘,v,0
427,老婆,n,1
427,朋友,n,2
427,河流,n,3
427,流速,n,4
427,刺激,v,5
427,刺激,v,6
427,划,v,7
427,位置,v,8
427,一点点,m,9
427,偏,a,10
427,影响,vn,11
427,过程,n,12
427,满意,v,13
438,环境,n,0
438,真的,d,1
438,时间,n,2
438,长,a,3
438,特意,d,4
438,贵阳,ns,5
438,炎炎,n,6
438,夏天,t,7
438,约,d,8
438,几个,m,9
438,好友,n,10
438,值得,v,11
451,朋友,n,0
451,耍,v,1
451,值得,v,2
451,推荐,v,3
451,水质,n,4
451,险滩,n,5
451,刺激,v,6
460,不错,a,0
460,皮艇,n,1
460,一只,m,2
460,小心,n,3
460,放气,v,4
460,闸门,n,5
460,漏,v,6
460,剩下,v,7
460,加气,v,8
460,情况,n,9
460,冷,a,10
460,有趣,a,11
460,激情,n,12
460,地方,n,13
460,想来,v,14
460,水瓢,n,15
460,危险,an,16
460,地方,n,17
460,救生员,n,18
460,几天,m,19
460,过程,n,20
460,闲,v,21
460,值得,v,22
460,推荐,v,23
462,惊险刺激,l,0
462,玩,v,1
462,很爽,a,2
462,不错,a,3
462,娱乐活动,n,4
462,五星,nz,5
462,条件,n,6
462,值得,v,7
481,整体,n,0
481,游玩,n,1
481,感觉,n,2
481,不错,a,3
481,下午,t,4
481,进场,n,5
481,五点,m,6
481,还好,v,7
481,一批,m,8
481,游客,n,9
481,时间,n,10
481,长,a,11
481,时间,n,12
481,两个,m,13
481,小时,n,14
481,漂完,v,15
481,设置,vn,16
481,刺激,v,17
481,点,m,18
481,危险,an,19
481,下午,t,20
481,水,n,21
481,很凉,a,22
481,冷冷的,z,23
481,建议,n,24
481,早点,d,25
481,满意,v,26
481,地方,n,27
481,工作人员,n,28
481,服务,vn,29
481,储存,n,30
481,袋,q,31
481,质量,n,32
481,手机,n,33
481,进水,v,34
481,坐车去,i,35
481,起点,n,36
481,存,v,37
481,东西,ns,38
481,工作人员,n,39
481,告诉,v,40
481,到时候,l,41
481,重点,n,42
481,害,v,43
481,包车,v,44
481,服务站,n,45
481,起点,n,46
481,回到,v,47
481,服务站,n,48
481,真的,d,49
481,气死人,n,50
481,真的,d,51
481,糟糕,a,52
481,旅行,vn,53
481,气死人,n,54
491,好玩,v,0
491,刺激,v,1
491,点,m,2
491,愉快,a,3
491,事情,n,4
491,总体,n,5
491,不错,a,6
491,体验,n,7
491,了浪遏,i,8
491,飞舟,nz,9
491,时,n,10
491,刺激,v,11
491,浪平,n,12
491,水,n,13
491,阔,a,14
491,时,ng,15
491,闲适,a,16
491,打水仗,l,17
491,好玩,v,18
491,喜欢,v,19
491,刺激,v,20
491,朋友,n,21
491,玩,v,22
491,充气,n,23
491,翻船,v,24
510,整体,n,0
510,不错,a,1
510,刺激,v,2
510,惊险,a,3
510,增加,v,4
510,培训,vn,5
510,环节,n,6
510,水流,n,7
510,急,v,8
510,地方,n,9
510,救护,v,10
510,人员,n,11
510,抵不住,v,12
510,掉,v,13
510,水,n,14
510,害怕,v,15
510,爸,n,16
510,朋友,n,17
510,船,n,18
510,整翻,v,19
510,想,v,20
510,挺怕,a,21
510,惊险,a,22
510,喜欢,v,23
510,刺激,v,24
510,朋友,n,25
512,下雨,v,0
512,漂成,v,1
512,浪费,n,2
512,喜欢,v,3
512,下车,v,4
512,建议,n,5
512,天气,n,6
512,原因,n,7
512,漂,v,8
512,退票,v,9
512,太,d,10
512,可惜,v,11
514,刺激,v,0
514,好玩,v,1
514,工作人员,n,2
514,太,d,3
514,负责,v,4
514,两艘,m,5
514,船,n,6
514,一艘,m,7
514,漏气,n,8
514,还好,v,9
514,提醒,v,10
514,中途,b,11
514,充,v,12
514,气,n,13
514,事,n,14
519,支持,v,0
519,镇远,a,1
519,朋友,n,2
522,整体,n,0
522,不错,a,1
522,喜欢,v,2
522,急流,n,3
522,位置,v,4
522,过瘾,n,5
545,真的,d,0
545,太,d,1
545,刺激,v,2
545,夏天,t,3
545,值得,v,4
545,一去,t,5
545,地方,n,6
556,太,d,0
556,刺激,v,1
556,太,d,2
556,好玩,v,3
556,晒黑,v,4
556,值得,v,5
556,游玩,n,6
556,地方,n,7
586,时间,n,0
586,够,v,1
586,长,a,2
586,刺激,v,3
586,值得,v,4
590,太,d,0
590,满意,v,1
590,一点,m,2
590,外地,n,3
590,半价,n,4
590,地方,n,5
590,免费,vn,6
590,全网,n,7
593,玩,v,0
593,感觉,n,1
593,值得,v,2
612,挺好玩,a,0
612,几个,m,1
612,惊险,a,2
612,地方,n,3
612,不错,a,4
612,值得,v,5
617,不错,a,0
617,国外,s,1
617,朋友,n,2
617,玩,v,3
617,喜欢,v,4
619,好玩,v,0
619,好玩,v,1
619,真的,d,2
619,刺激,v,3
619,三个,m,4
619,明明,t,5
619,大船,n,6
619,三个,m,7
619,坐,v,8
619,船,n,9
619,工作人员,n,10
619,旁边,f,11
619,男,b,12
619,单着,a,13
619,非,h,14
619,有个,r,15
619,妹妹,n,16
619,坐,v,17
619,一条,m,18
619,皮划艇,n,19
619,真的,d,20
619,醉,v,21
619,人影,n,22
619,找,v,23
619,找到,v,24
619,本来,t,25
619,电话,n,26
619,没带,v,27
619,出事,v,28
619,还好,v,29
619,出事,v,30
619,找,v,31
619,负责,v,32
619,漂到,v,33
619,一半,m,34
619,水,n,35
619,太,d,36
619,急,v,37
619,丢,v,38
619,东西,ns,39
619,慌,a,40
619,旁边,f,41
619,工作人员,n,42
619,拉,v,43
619,绳子,n,44
619,感觉,n,45
619,找到,v,46
619,救命稻草,l,47
619,抓住,v,48
619,绳子,n,49
619,工作人员,n,50
619,不顾,v,51
619,危险,an,52
619,凶,a,53
619,放手,v,54
619,真的,d,55
619,伤心,n,56
619,本来,t,57
619,女孩子,n,58
619,游泳,vn,59
619,事情,n,60
619,真的,d,61
619,懵,v,62
619,划完,v,63
619,感受,v,64
619,一种,m,65
619,道德,nr,66
619,绑架,v,67
619,瓢,n,68
619,利用,n,69
619,小孩子,n,70
619,乞讨,v,71
619,回去,v,72
619,抢,v,73
619,真的,d,74
619,想不到,l,75
628,惊险刺激,l,0
628,值得,v,1
628,游,n,2
628,千万别,i,3
628,小孩,n,4
633,不错,a,0
633,值得,v,1
633,旅游,vn,2
633,地方,n,3
633,下次,t,4
648,刺激,v,0
648,玩,v,1
648,感觉,n,2
648,河,n,3
648,有惊无险,i,4
648,值得,v,5
648,推荐,v,6
651,水太凉,nr,0
651,冷,a,1
651,发抖,v,2
651,见议,n,3
651,选,v,4
651,天气,n,5
651,出发,v,6
651,天然,b,7
651,地势,n,8
651,惊险刺激,l,9
651,值得,v,10
651,玩,v,11
660,玩,v,0
660,不错,a,1
660,值得,v,2
660,推荐,v,3
660,下次,t,4
660,机会,n,5
660,回去,v,6
670,确实,ad,0
670,第一次,m,1
670,玩,v,2
670,冷太,nr,3
670,刺激,v,4
670,想,v,5
670,全长,n,6
670,公里,q,7
670,漂,v,8
670,半小时,b,9
670,特别,d,10
670,比基尼,nr,11
670,美女,n,12
670,听说,v,13
670,晚上,t,14
670,篝火,n,15
670,晚会,n,16
670,下次,t,17
670,太,d,18
670,赞赞,v,19
670,赞,v,20
670,爽快,a,21
670,两个,m,22
677,值得,v,0
677,一去,t,1
677,地方,n,2
677,取票,v,3
677,心情,n,4
678,水质,n,0
678,超好,v,1
678,冰,n,2
678,玩,v,3
678,超,v,4
678,开心,v,5
680,整体,n,0
680,还行,v,1
680,感觉,n,2
680,救生,v,3
680,人员,n,4
680,冷淡,a,5
680,掉下去,v,6
680,帮忙,v,7
680,看笑话,l,8
680,意外,a,9
680,还好,v,10
680,万一出,m,11
680,事,n,12
680,不好,d,13
680,帮忙,v,14
680,倒下,v,15
680,水,n,16
680,一点,m,17
680,不爽,a,18
689,朋友,n,0
689,暑假,t,1
689,风景优美,i,2
689,刺激,v,3
689,好玩,v,4
689,后勤保障,n,5
689,工作,vn,6
689,完善,v,7
689,喜欢,v,8
689,冒险,n,9
689,刺激,v,10
689,朋友,n,11
701,真的,d,0
701,挺不错,i,1
701,漂到,v,2
701,冷,a,3
701,值得,v,4
701,第二次,m,5
701,下次,t,6
701,选,zg,7
701,太阳,ns,8
701,天,q,9
703,服务,vn,0
703,特别,d,1
703,关键,n,2
703,超级,b,3
703,刺激,v,4
703,值得,v,5
706,不错,a,0
706,值得,v,1
706,玩,v,2
706,东西,ns,3
706,贵,a,4
706,漂,v,5
706,好评,v,6
728,票员,n,0
728,太态,n,1
728,讲,v,2
728,诚信,nz,3
728,满意,v,4
730,特别,d,0
730,好玩,v,1
730,缺点,n,2
730,终点,d,3
730,地方,n,4
730,淋浴间,n,5
730,冲洗,vn,6
730,太阳,ns,7
730,天气,n,8
730,还好,v,9
730,阴天,n,10
730,冷,a,11
730,很惨,a,12
730,南江,ns,13
730,大峡谷,nz,14
730,行礼,n,15
730,用车,n,16
730,运到,v,17
730,下游,f,18
730,终点,d,19
730,游客,n,20
730,换衣服,nz,21
730,冲洗,vn,22
730,玩,v,23
730,小孩,n,24
730,喊,v,25
730,冷,a,26
730,安全措施,nr,27
730,做,v,28
730,南江,ns,29
730,隔,v,30
730,一段,m,31
730,人员,n,32
730,值得,v,33
730,赞扬,v,34
735,票员,n,0
735,态度,n,1
735,讲,v,2
735,诚信,nz,3
735,满意,v,4
739,太,d,0
739,刺激,v,1
739,咯,o,2
739,找,v,3
739,不到,v,4
739,地方,n,5
739,玩,v,6
739,朋友,n,7
739,值得,v,8
739,玩,v,9
742,全程,n,0
742,花,v,1
742,三四个,m,2
742,小时,n,3
742,喜欢,v,4
748,便宜,a,0
748,刺激,v,1
748,环境,n,2
748,好玩,v,3
748,赞,v,4
748,远,a,5
750,超级,b,0
750,爽,nr,1
750,刺激,v,2
750,完美,a,3
750,改善,v,4
750,淋浴,n,5
750,环境,n,6
750,更好,d,7
764,环境,n,0
764,过程,n,1
764,中,f,2
764,五个,m,3
764,地方,n,4
764,刺激,v,5
764,值得,v,6
764,下次,t,7
764,漂,a,8
764,提前,v,9
764,订票,n,10
764,省钱,n,11
764,三十,m,12
770,挺好玩,a,0
770,险滩,n,1
770,处,n,2
770,周末,t,3
770,平时,t,4
770,还好,v,5
770,建议,n,6
770,平时,t,7
775,中途,b,0
775,下雨,v,1
775,救生员,n,2
775,负责,v,3
775,河,ns,4
775,岸边,s,5
775,守,v,6
775,朋友,n,7
775,船翻,n,8
775,还好,v,9
775,救生员,n,10
775,开心,v,11
782,天气,n,0
782,太棒了,nr,1
782,下雨,v,2
782,太,d,3
782,舒服,a,4
782,天气,n,5
782,好多,m,6
782,蝴蝶,n,7
782,优惠,vn,8
782,多一点,m,9
790,超级,b,0
790,刺激,v,1
790,取票,v,2
790,很快,d,3
790,船,n,4
790,质量,n,5
790,不太好,v,6
799,物超所值,i,0
799,建议,n,1
799,喜欢,v,2
804,惊险刺激,l,0
804,好玩,v,1
804,冷,a,2
804,沿途,b,3
804,提供,v,4
804,免费,vn,5
804,姜茶,nr,6
804,终点,d,7
804,包扎,v,8
804,伤口,n,9
804,地方,n,10
804,险,a,11
804,道,q,12
804,救护,v,13
804,人员,n,14
804,赞,v,15
808,全程,n,0
808,漂,v,1
808,半小时,b,2
808,刺激,v,3
808,值得,v,4
808,玩,v,5
809,淋浴室,nz,0
809,设施,n,1
809,差,a,2
809,提供,v,3
809,洗头膏,i,4
809,沐浴露,nz,5
809,还行,v,6
809,刺激,v,7
810,很快,d,0
810,拿到,v,1
810,票,n,2
810,装备,n,3
810,找,v,4
810,沿途,b,5
810,工作人员,n,6
810,好玩,v,7
810,值得,v,8
810,游,n,9
819,总体,n,0
819,感觉,n,1
819,满意,v,2
819,玩,v,3
819,服务,vn,4
819,更好,d,5
819,一点,m,6
840,超级,b,0
840,出票,n,1
840,很快,d,2
840,服务态度,n,3
840,不错,a,4
840,美的,nr,5
840,地方,n,6
840,有意思,l,7
841,超级,b,0
841,出票,n,1
841,很快,d,2
841,服务态度,n,3
841,不错,a,4
841,美的,nr,5
841,地方,n,6
841,有意思,l,7
844,全分,n,0
844,下次,t,1
844,支持,v,2
851,真的,d,0
851,棒,zg,1
851,好玩,v,2
851,钱,n,3
851,花,v,4
851,值得,v,5
852,装备,n,0
852,脏,a,1
852,服务,vn,2
852,行,zg,3
852,不错,a,4
852,总体,n,5
852,满意,v,6
854,惊险刺激,l,0
854,全家,n,1
854,玩,v,2
854,开心,v,3
854,推荐,v,4
854,想去,v,5
854,朋友,n,6
854,赞,v,7
855,真的,d,0
855,刺激,v,1
855,水,n,2
855,干净,a,3
855,环境,n,4
855,优美,a,5
855,下次,t,6
855,全家人,n,7
855,满意,v,8
857,雨,n,0
857,中,f,1
857,激情,n,2
857,值得,v,3
857,分享,v,4
863,第二次,m,0
863,感觉,n,1
863,刺激,v,2
863,女儿,n,3
863,特,d,4
863,喜欢,v,5
864,感受,v,0
864,服务,vn,1
864,随处可见,l,2
864,塑料瓶,n,3
864,塑料袋,n,4
864,环境保护,n,5
864,管理方,n,6
864,需,v,7
864,加大力度,ns,8
864,刺激,v,9
864,还好,v,10
864,娘儿俩,n,11
864,翻船,v,12
874,值得,v,0
874,体验,n,1
874,没去,v,2
874,赶紧,d,3
874,体验,n,4
881,好玩,v,0
881,值得,v,1
881,关注,v,2
881,推荐,v,3
881,穿易干,n,4
881,衣服,n,5
882,好玩,v,0
882,值得,v,1
882,关注,v,2
882,推荐,v,3
882,穿易干,n,4
882,衣服,n,5
883,好玩,v,0
883,值得,v,1
883,关注,v,2
883,推荐,v,3
883,穿易干,n,4
883,衣服,n,5
884,好玩,v,0
884,值得,v,1
884,关注,v,2
884,推荐,v,3
884,穿易干,n,4
884,衣服,n,5
892,不错,a,0
892,好玩,v,1
892,值得,v,2
892,漂,v,3
892,三个,m,4
892,小时,n,5
908,挺好玩,a,0
908,船会,n,1
908,翻,v,2
908,还好,v,3
908,有惊无险,i,4
908,取票,v,5
912,过瘾,n,0
912,花,v,1
912,值,n,2
912,满意,v,3
913,第一次,m,0
913,超,v,1
913,喜欢,v,2
913,刺激,v,3
913,过瘾,n,4
