index_content,word,nature,index_word
114,巴士,ns,26
114,戴,v,27
114,贵重物品,n,28
114,手链,n,29
114,耳环,n,30
114,项链,n,31
114,防水,v,32
114,袋,q,33
114,装,v,34
114,手机,n,35
114,带上,v,36
114,现金,n,37
114,手机,n,38
114,有时候,l,39
114,信号,n,40
114,漂到,v,41
114,中途,b,42
114,饿,v,43
114,中途,b,44
114,岸边,s,45
114,卖,v,46
114,小吃,n,47
114,姜茶,nr,48
114,现金,n,49
114,用得着,v,50
114,水枪,n,51
114,防水,v,52
114,袋,q,53
114,水瓢,n,54
114,行,v,55
114,卖,v,56
114,防水,v,57
114,袋,q,58
114,质量,n,59
114,稍微,d,60
114,不好,d,61
114,地方,n,62
114,完去,v,63
114,大厅,n,64
114,淋浴,n,65
114,处,n,66
114,淋浴,n,67
114,热水,n,68
114,里边,f,69
114,分,v,70
114,两间,f,71
114,一间,m,72
114,放,v,73
114,物品,n,74
114,小格子,nr,75
114,门,n,76
114,锁,v,77
114,一间,m,78
114,淋浴,n,79
114,地方,n,80
114,隔,v,81
114,门,n,82
114,淋浴,n,83
114,换衣服,nz,84
114,些许,d,85
114,害羞,a,86
114,洗发水,nz,87
114,沐浴露,nz,88
114,月,m,89
114,号,m,90
114,漂到,v,91
114,下午,t,92
114,五点钟,m,93
114,冷,a,94
114,上岸,f,95
114,免费,vn,96
114,姜茶,nr,97
114,记得,v,98
114,喝,vg,99
114,小伙,n,100
114,玩,v,101
114,开心,v,102
133,刺激,v,0
133,好玩,v,1
133,特别,d,2
133,打水仗,l,3
133,拉船,nz,4
133,船,n,5
133,不动,a,6
133,真的,d,7
133,好玩,v,8
133,不用,v,9
133,担心,v,10
133,翻船,v,11
133,没人救,l,12
133,船,n,13
133,不动,v,14
133,拉,v,15
133,感觉,n,16
133,景区,n,17
133,坑,n,18
133,自驾,v,19
133,真心,d,20
133,坑,n,21
133,存包,v,22
133,柜元,n,23
133,排队,n,24
133,超,v,25
133,没人,v,26
133,维持秩序,nr,27
133,就让,v,28
133,挤,v,29
133,那种,r,30
133,挤,v,31
133,真的,d,32
133,挤,v,33
133,厉害,a,34
133,挤成,v,35
133,肉饼,n,36
133,那种,r,37
133,天气,n,38
133,热,a,39
133,排队,n,40
133,挤,v,41
133,一段,m,42
133,真的,d,43
133,人无语,i,44
133,下午,t,45
133,六点,m,46
133,旅游区,n,47
133,点,m,48
133,回,v,49
133,镇远,a,50
133,专线,n,51
133,只能,v,52
133,包,v,53
133,车,n,54
133,一分,m,55
133,不让,v,56
133,景区,n,57
133,东西,ns,58
133,倍数,n,59
133,售卖,v,60
133,最低,a,61
139,五星,nz,0
139,景区,n,1
139,秩序,n,2
139,挤,v,3
139,出口,vn,4
139,厅,n,5
139,挤,v,6
139,站,v,7
139,开,v,8
139,窗口,s,9
139,检票,n,10
139,工作人员,n,11
139,维持秩序,nr,12
139,可恶,v,13
139,穿,zg,14
139,黑色,n,15
139,衣服,n,16
139,戴眼镜,nr,17
139,大叔,n,18
139,工作人员,n,19
139,游客,n,20
139,破口大骂,i,21
139,素质,n,22
139,低下,v,23
139,花钱,n,24
139,排队,n,25
139,蒸,v,26
139,两个,m,27
139,小时,n,28
139,桑拿,nr,29
139,一分钟,m,30
139,路程,n,31
139,游客,n,32
139,推推搡搡,v,33
139,走,v,34
139,两个,m,35
139,小时,n,36
139,秩序,n,37
139,太乱,n,38
139,工作人员,n,39
139,素质,n,40
139,低下,v,41
139,找,v,42
139,不到,v,43
139,景区,n,44
139,管事,n,45
139,工作人员,n,46
139,乱套,n,47
139,极差,n,48
139,体验,n,49
139,希望,v,50
139,游客,n,51
139,慎重,a,52
139,希望,v,53
139,景区,n,54
139,部门,n,55
139,领导,n,56
139,重视,v,57
143,镇远,a,0
143,打水仗,l,1
143,之外,f,2
143,刺激,v,3
143,感得,v,4
143,囧,zg,5
143,票价,n,6
143,贵,a,7
143,含,v,8
143,往返,v,9
143,大巴车,n,10
143,坐车,v,11
143,回来,v,12
143,冷,a,13
143,摆摆,v,14
143,穿起,v,15
143,湿,v,16
143,衣服,n,17
143,坐车,v,18
143,回,v,19
143,游客,n,20
143,中心,n,21
143,换衣服,nz,22
143,回程,n,23
143,中巴,ns,24
143,转,v,25
143,大巴,n,26
143,抓狂,v,27
143,发白,v,28
143,网鞋,n,29
143,护膝,v,30
143,小姐姐,nr,31
143,漂过,v,32
143,第一次,m,33
143,船,n,34
143,底部,f,35
143,不漏水,i,36
143,卖,v,37
143,水瓢,n,38
143,抠,v,39
143,鼻,ng,40
143,发,v,41
143,棒棒,n,42
143,船,n,43
143,灌,v,44
143,水,n,45
143,舀,v,46
143,舀,v,47
143,赢,v,48
143,靠岸边,n,49
143,船翻,n,50
143,倒水,v,51
143,一路上,l,52
143,棒棒,n,53
143,撑,v,54
143,搁浅,v,55
143,打转转,i,56
143,船,n,57
143,配,v,58
143,哥哥,ns,59
143,女,n,60
143,汉子,n,61
143,擦汗,v,62
143,无语,v,63
143,去在,t,64
143,羊场,n,65
143,高速,d,66
143,路口,s,67
143,下道,v,68
143,一左一右,m,69
143,路口,s,70
143,导航,v,71
143,导,v,72
143,散客,n,73
143,取票,v,74
143,中心,n,75
143,右转,n,76
143,开到,v,77
143,漂,v,78
143,车子,n,79
143,恼火,v,80
143,停车,v,81
143,地方,n,82
143,有人,r,83
143,漂,a,84
143,请代,v,85
143,驾一哈,nz,86
143,开到,v,87
143,停车场,n,88
143,车,zg,89
143,关键,n,90
143,漂,v,91
143,肯定,v,92
143,衣服,n,93
143,包包,v,94
143,放,v,95
143,车里,s,96
143,撒,v,97
143,选择,v,98
143,开回去,l,99
143,游客,n,100
143,中心,n,101
143,想,v,102
143,路口,s,103
143,标,n,104
143,一点,m,105
143,左转,nr,106
143,游客,n,107
143,中心,n,108
151,感受,v,0
151,管理,vn,1
151,垃圾,n,2
151,落后,a,3
151,交通,n,4
151,开车,v,5
151,坐,v,6
151,观光车,n,7
151,排队,n,8
151,地方,n,9
151,乱,d,10
151,乱,d,11
151,排队,n,12
151,排,v,13
151,多列,m,14
151,两列,m,15
151,检票口,n,16
151,回来,v,17
151,奇葩,n,18
151,转,v,19
151,两次,m,20
151,车,zg,21
151,回到,v,22
151,停车场,n,23
151,湿,v,24
151,衣服,n,25
151,排,v,26
151,很久,a,27
151,队,n,28
151,救生员,n,29
151,救援,vn,30
151,到位,v,31
151,地方,n,32
151,三个,m,33
151,船,n,34
151,翻,v,35
151,船,n,36
151,硬生生,n,37
151,怼,g,38
151,翻,v,39
151,船,n,40
151,盖,v,41
151,起不来,v,42
151,那种,r,43
151,感觉,n,44
151,真的,d,45
151,太,d,46
151,可怕,c,47
151,翻,v,48
151,救生员,n,49
151,第一,m,50
151,时间,n,51
151,救到,v,52
151,全,a,53
151,扑腾,v,54
151,危险,an,55
151,地方,n,56
151,限流,n,57
151,医疗,n,58
151,措施,n,59
151,搞笑,v,60
151,不停,d,61
151,翻船,v,62
151,点,m,63
151,救起,v,64
151,激流,n,65
151,冲下去,v,66
151,危险,an,67
151,男朋友,n,68
151,冲下去,v,69
151,二十米,m,70
151,救,v,71
151,膝盖,n,72
151,胳膊,n,73
151,受伤,v,74
151,点,m,75
151,受伤,v,76
151,医疗点,n,77
151,走走,v,78
151,回,v,79
151,终点,d,80
151,做,v,81
151,简单,a,82
151,垃圾,n,83
151,垃圾,n,84
151,垃圾,n,85
152,太,d,0
152,安全员,n,1
152,太,d,2
152,少,a,3
152,时,n,4
152,落到,v,5
152,水,n,6
152,救生员,n,7
152,看不见,v,8
152,服务,vn,9
152,不好,d,10
175,超级,b,0
175,垃圾,n,1
175,钱,n,2
175,道德,nr,3
175,底线,n,4
175,门票,n,5
175,车,n,6
175,开到,v,7
175,漂,v,8
175,点,q,9
175,游客,n,10
175,服务中心,n,11
175,终点站,m,12
175,返程,n,13
175,游客,n,14
175,中心,n,15
175,起点,n,16
175,购买,v,17
175,人元,n,18
175,车票,n,19
175,只能,v,20
175,佩服,v,21
187,可玩性,v,0
187,高,a,1
187,刺激,v,2
187,浴室,n,3
187,水,n,4
187,热,n,5
219,客服,n,0
219,垃圾,n,1
219,不理,v,2
219,生气,n,3
221,现场,n,0
221,买票,n,1
221,贵,a,2
221,网上,s,3
224,管理,vn,0
224,垃圾,n,1
224,岸上,s,2
224,推销,v,3
224,水枪,n,4
224,恶心,n,5
224,喷水,v,6
224,身上,s,7
224,冷,a,8
224,票,n,9
224,贵,a,10
224,那种,r,11
224,地方,n,12
242,下次,t,0
242,垃圾,n,1
242,地方,n,2
242,管理,vn,3
242,差,a,4
242,船,n,5
242,漏气,n,6
242,水冰,nr,7
259,不错,a,0
259,是从,v,1
259,回,v,2
259,镇江,ns,3
259,车,zg,4
259,不好,d,5
259,搭,v,6
263,水流,n,0
263,速度,n,1
263,太慢,a,2
263,行程,n,3
263,长,a,4
280,要感,n,0
280,大众,n,1
280,点评,v,2
280,用户,n,3
280,评价,n,4
280,真的,d,5
280,有用,v,6
280,评价,n,7
280,参考,v,8
280,贵阳,ns,9
280,出发,v,10
280,用户,n,11
280,指点,n,12
280,导航,v,13
280,服务中心,n,14
280,顺利,ad,15
280,小时,n,16
280,票,n,17
280,网上,s,18
280,价格,n,19
280,网上,s,20
280,买要,v,21
280,提前,v,22
280,三个,m,23
280,小时,n,24
280,买到,v,25
280,换票,n,26
280,换,v,27
280,过票,n,28
280,领,v,29
280,用品,n,30
280,穿,zg,31
280,长袖,n,32
280,游泳衣,n,33
280,防晒,v,34
280,换好,v,35
280,不用,v,36
280,东西,ns,37
280,编制,v,38
280,袋装,n,39
280,免费,vn,40
280,寄存,v,41
280,编织袋,n,42
280,送,v,43
280,勺子,n,44
280,防水,v,45
280,袋,q,46
280,防水,v,47
280,袋会,n,48
280,漏水,n,49
280,装,v,50
280,手机,n,51
280,不行,v,52
280,装钱,n,53
280,车,n,54
280,接到,v,55
280,点,m,56
280,愉快,a,57
280,前,f,58
280,吃,v,59
280,点,q,60
280,东西,ns,61
280,一路上,l,62
280,吃,v,63
280,卖,v,64
280,感觉,n,65
280,村民,n,66
280,淳朴,a,67
280,吃,v,68
280,点,q,69
280,东西,ns,70
280,冷,a,71
280,热,a,72
280,天,q,73
280,漂着,v,74
280,漂着,v,75
280,冷,a,76
280,体质,n,77
280,激情,n,78
280,点,m,79
280,感觉,n,80
280,不错,a,81
280,平稳,a,82
280,有意思,l,83
280,洗澡,v,84
280,地方,n,85
280,水,n,86
280,凉,v,87
280,希望,v,88
280,改善,v,89
281,同事,n,0
281,做,v,1
281,火车,n,2
281,玩,v,3
281,防晒,v,4
281,太阳,ns,5
281,火车站,n,6
281,右手边,n,7
281,汽车站,n,8
281,做,v,9
281,汽车,n,10
281,十几块,m,11
281,钱,n,12
281,做,v,13
281,汽车,n,14
281,坐去,v,15
281,镇远,a,16
281,尚塞,nr,17
281,汽车,n,18
281,标志,n,19
281,镇远,a,20
281,一个多,m,21
281,小时,n,22
281,车程,n,23
281,去取,v,24
281,票,n,25
281,取票,v,26
281,地方,n,27
281,东西,ns,28
281,摊子,n,29
281,一个瓢,m,30
281,船漂,n,31
281,进水,v,32
281,水,n,33
281,弄出去,i,34
281,翻船,v,35
281,水枪,n,36
281,无所谓,l,37
281,换上,v,38
281,装备,n,39
281,东西,ns,40
281,寄存,v,41
281,块钱,n,42
281,一袋,m,43
281,选,zg,44
281,漂,v,45
281,船,n,46
281,漂,v,47
281,河水,ns,48
281,冷,a,49
281,漂,v,50
281,三四个,m,51
281,小时,n,52
281,冷,a,53
281,不行,v,54
281,处险流,n,55
281,工作人员,n,56
281,看着,v,57
281,中途,b,58
281,免费,vn,59
281,倒水,v,60
281,加气,v,61
281,地方,n,62
281,消费,vn,63
281,免费,vn,64
281,东西,ns,65
281,小贵,nr,66
281,景区,n,67
281,免费,vn,68
281,姜,n,69
281,茶,n,70
281,喝,vg,71
281,终点,d,72
281,相片,n,73
281,块钱,n,74
281,一张,m,75
281,唯一,b,76
281,不好,d,77
281,终点,d,78
281,换衣服,nz,79
281,穿着,v,80
281,湿,a,81
281,衣服,n,82
281,做,v,83
281,观光车,n,84
281,站点,n,85
281,换,nz,86
281,转车,v,87
281,站点,n,88
281,拿到,v,89
281,行李,n,90
281,免费,vn,91
281,澡堂,n,92
281,洗,v,93
281,一点,m,94
281,一次性,d,95
281,洗发水,nz,96
281,沐浴露,nz,97
281,回,v,98
281,镇远,a,99
281,车,n,100
281,车,n,101
281,只能,v,102
281,包车,v,103
281,拼车,v,104
281,坐车到,i,105
281,镇上,v,106
281,转车,v,107
281,回去,v,108
281,便宜,a,109
281,点,m,110
285,夏季,t,0
285,不错,a,1
285,玩水,n,2
285,处,n,3
285,三百公里,m,4
285,外,f,5
285,朋友,n,6
285,跑,v,7
285,远,a,8
285,玩,v,9
285,流程,n,10
285,桃源,n,11
285,河长点,n,12
285,激流,n,13
285,刺激,v,14
285,巴士,ns,15
285,上车,n,16
285,走,v,17
285,走,v,18
285,一点点,m,19
285,路,n,20
285,收费站,n,21
285,门口,s,22
285,防水,v,23
285,袋,q,24
285,娃娃,n,25
285,多得很,nr,26
285,卖,v,27
285,售票处,l,28
285,贵,a,29
285,途中,s,30
285,小吃摊,l,31
285,吃,v,32
285,东西,ns,33
285,讲价,n,34
285,难吃,a,35
285,选,zg,36
285,新点,n,37
285,皮船,n,38
285,就行了,l,39
285,漂,v,40
285,米,m,41
285,漏气,n,42
285,起点,n,43
285,换,v,44
285,军绿色,n,45
285,一口气,i,46
285,漂,v,47
285,程,n,48
285,小时,n,49
285,瓢,n,50
285,瓢,n,51
285,瓢,n,52
285,舀水,n,53
285,激流,n,54
285,船里,s,55
285,全是,n,56
285,水,n,57
288,第一次,m,0
288,玩,v,1
288,感觉,n,2
288,好玩,v,3
288,刺激,v,4
288,注意安全,nz,5
288,翻船,v,6
288,不好,d,7
288,印象,n,8
289,体验,n,0
289,不错,a,1
289,路边,s,2
289,风景,n,3
289,不错,a,4
289,凉快,a,5
289,景区,n,6
289,不错,a,7
289,当地人,n,8
289,承认,v,9
289,镇远,a,10
289,玩,v,11
289,大部分,m,12
289,景区,n,13
289,通病,n,14
289,变相,n,15
289,捆绑,v,16
289,消费,vn,17
289,取,v,18
289,票,n,19
289,装备,n,20
289,水瓢,n,21
289,块钱,n,22
289,防水,v,23
289,袋,q,24
289,块,zg,25
289,接受,v,26
289,最最,d,27
289,过分,n,28
289,真的,d,29
289,明白,nr,30
289,东西,ns,31
289,寄存,v,32
289,确实,ad,33
289,东西,ns,34
289,寄存,v,35
289,成,v,36
289,赚钱,v,37
289,点,m,38
289,关键,n,39
289,寄存,v,40
289,东西,ns,41
289,袋子,n,42
289,打包,v,43
289,寄存,v,44
289,打包,v,45
289,袋子,n,46
289,几毛钱,n,47
289,口袋,n,48
289,无语,v,49
289,一系列,m,50
289,东西,ns,51
289,景区,n,52
289,里边,f,53
289,吃,v,54
289,东西,ns,55
289,消费,vn,56
289,众所周知,i,57
289,很贵,a,58
289,钱,n,59
289,钱,n,60
289,少,a,61
289,讨厌,v,62
289,地方,n,63
289,捆绑,v,64
289,消费,vn,65
289,去过,vq,66
289,地方,n,67
289,地方,n,68
289,捆绑,v,69
289,消费,vn,70
292,天气,n,0
292,没选,v,1
292,漂,v,2
292,一半,m,3
292,下雨,v,4
292,自驾游,i,5
292,报团,n,6
292,做车,n,7
292,回,v,8
292,县城,n,9
292,记得,v,10
292,带上,v,11
292,防水,v,12
292,套,q,13
292,打包带,n,14
292,免得,v,15
292,花,v,16
292,冤枉钱,n,17
292,吃,v,18
292,记得,v,19
292,沿河,ns,20
292,岸边,s,21
292,味道不好,i,22
292,贵,a,23
305,玩,v,0
305,最坑,n,1
305,手机,n,2
305,进水,v,3
305,防水,v,4
305,袋,q,5
305,中途,b,6
305,路上,s,7
305,没想到,l,8
305,卖,v,9
305,防水,v,10
305,袋,q,11
305,小朋友,n,12
305,坑,n,13
305,小鬼,n,14
305,大人,n,15
305,老太太,nr,16
305,卖,v,17
305,鬼烂,i,18
305,次品,n,19
305,一点,m,20
305,防水,v,21
305,没去,v,22
305,试过,v,23
305,防水,v,24
305,性能,n,25
305,手机,n,26
305,报废,v,27
305,手机,n,28
305,玩,v,29
305,先买,v,30
305,防水,v,31
305,袋,q,32
305,测试,vn,33
305,防水,v,34
305,性能,n,35
305,泪,n,36
305,贵州,ns,37
305,学生,n,38
305,持,v,39
305,学生证,n,40
305,便宜,a,41
305,块,q,42
305,门票,n,43
305,反正,d,44
305,手机,n,45
305,坏,a,46
305,冲淡,a,47
305,游玩,n,48
305,体验,n,49
305,下次,t,50
305,想,v,51
308,刺激,v,0
308,好玩,v,1
308,提醒,v,2
308,坐,v,3
308,火车站,n,4
308,门口,s,5
308,往返,v,6
308,车,zg,7
308,坑,n,8
308,往返,v,9
308,票,n,10
308,中途,b,11
308,车,n,12
308,走,v,13
308,俩,m,14
308,孩子,n,15
308,拉,v,16
308,娘,n,17
308,退票,v,18
308,承诺,v,19
308,补先,vn,20
308,走,v,21
308,车票,n,22
308,同意,d,23
308,留下来,v,24
308,孩子,n,25
308,补,v,26
308,想想,v,27
308,一趟,m,28
308,包车,v,29
308,后边,f,30
308,一句,m,31
308,补,v,32
308,车,n,33
308,停到,v,34
308,路边,s,35
308,恶恶,a,36
308,走,v,37
308,扔,v,38
308,路边,s,39
308,走,v,40
308,僵持,v,41
308,久,a,42
308,加元,q,43
308,过路费,n,44
308,走,v,45
308,孩子,n,46
308,感慨,v,47
308,不道德,i,48
313,真的,d,0
313,太爽,nr,1
313,唯一,b,2
313,心塞,n,3
313,飘到,v,4
313,太冷,ns,5
313,冰箱,n,6
313,里,f,7
313,水,n,8
313,特别,d,9
313,干净,a,10
313,玩,v,11
313,建议,n,12
313,大小,b,13
313,七孔,n,14
313,比较烦,l,15
313,艇,n,16
313,采用,v,17
313,底下,f,18
313,漏水,n,19
313,装置,n,20
313,艇,n,21
313,一瓢,m,22
313,一瓢,m,23
313,舀,v,24
313,累死,v,25
313,希望,v,26
313,老板,n,27
313,漏底,t,28
313,屁股,n,29
313,两边,f,30
313,那种,r,31
313,一套,m,32
313,衣服,n,33
313,换装备,n,34
313,地方,n,35
313,水袋,n,36
313,块,zg,37
313,抽烟,v,38
313,那种,r,39
313,放烟,v,40
313,手机,n,41
313,一点,m,42
313,毛巾,nr,43
313,瓢块,n,44
313,男生,n,45
313,中裤,n,46
313,块,q,47
313,一条,m,48
313,加气,v,49
313,卖点,n,50
313,零食,n,51
313,便宜,a,52
313,味道,n,53
313,抵触,v,54
313,上岸,f,55
313,水,n,56
313,倒掉,v,57
313,走,v,58
313,艇,n,59
313,真的,d,60
313,漏气,n,61
313,乱,d,62
313,拔,v,63
313,按钮,n,64
313,建议,n,65
313,吃,v,66
313,点,q,67
313,零食,n,68
313,暖,a,69
313,暖,a,70
313,开车,v,71
313,朋友,n,72
313,导航,v,73
313,漂,v,74
313,点,q,75
313,服务中心,n,76
313,倒数,n,77
313,第三个,m,78
313,激流,n,79
313,翻船,v,80
313,翻船,v,81
313,工作人员,n,82
313,捞,v,83
327,刺激,v,0
327,惊险,a,1
327,中,f,2
327,小吃,n,3
327,太,d,4
327,卫生,an,5
327,贵,a,6
337,路上,s,0
337,坑,n,1
337,第一,m,2
337,坑,n,3
337,路上,s,4
337,卖,v,5
337,防水,v,6
337,手机袋,n,7
337,一句,m,8
337,话,n,9
337,没用,v,10
337,手机,n,11
337,放,v,12
337,发现自己,l,13
337,手机,n,14
337,袋子,n,15
337,里,f,16
337,泡澡,v,17
337,先买,v,18
337,厚实,a,19
337,防水,v,20
337,袋,q,21
337,售票处,l,22
337,旁,f,23
337,买好,v,24
357,现场,n,0
357,门票,n,1
357,贵,a,2
357,河水,ns,3
357,冷,a,4
357,刺激,v,5
357,好玩,v,6
361,船,n,0
361,去年,t,1
361,好多,m,2
361,漏气,n,3
361,途中,s,4
361,卖东西,n,5
361,坑,n,6
362,服务,vn,0
362,奇差,n,1
362,要验,v,2
362,两次,m,3
362,票,n,4
362,全程,n,5
362,工作人员,n,6
362,提醒,v,7
362,票,n,8
362,掉,v,9
362,观光车,n,10
362,不让,v,11
362,进,v,12
362,懂,v,13
362,领,v,14
362,护具,n,15
362,凭票,n,16
362,领取,v,17
362,死活,v,18
362,不让,v,19
362,进,v,20
362,就让,v,21
362,小时,n,22
362,八个,m,23
362,八张,m,24
362,票,n,25
362,取票,v,26
362,时间,n,27
362,检票,n,28
362,时间,n,29
362,监控,vn,30
362,奇葩,n,31
362,墙上,s,32
362,公布,v,33
362,投诉,v,34
362,电话,n,35
362,关机,n,36
362,差差,n,37
362,差,n,38
374,端午节,t,0
374,活动,vn,1
374,平时,t,2
374,便宜,a,3
374,景区,n,4
374,窗口,s,5
374,价格,n,6
374,网上,s,7
374,真的,d,8
374,很棒,a,9
374,水质,n,10
374,时间,n,11
374,长,a,12
374,船,n,13
374,漏气,n,14
374,起点,n,15
374,不远,d,16
374,工作人员,n,17
374,联系人,n,18
374,换,v,19
374,船,n,20
374,评论,n,21
374,服务,vn,22
374,不好,d,23
374,很好,a,24
374,起点,n,25
374,露营,v,26
374,地方,n,27
374,下次,t,28
374,不用,v,29
374,住,v,30
374,酒店,n,31
374,带上,v,32
374,帐篷,n,33
404,停车,v,0
404,要钱,v,1
404,人性,n,2
404,刺激,v,3
404,物价,n,4
404,贵,a,5
404,一瓶,m,6
404,矿泉水,n,7
404,五元,m,8
437,设施,n,0
437,环境,n,1
437,刺激,v,2
437,明明,t,3
437,写,v,4
437,免费,vn,5
437,加气,v,6
437,船,n,7
437,没气,v,8
437,强制,v,9
437,消费,vn,10
437,加气,v,11
437,手机,n,12
437,没电,v,13
437,现金,n,14
437,加气,v,15
437,留,v,16
437,微,a,17
437,信,n,18
437,开机,n,19
437,发红包,l,20
437,加,v,21
437,附带,n,22
437,一句,m,23
437,一路上,l,24
437,摊子,n,25
437,东西,ns,26
437,吃,v,27
437,难吃,a,28
437,贵,a,29
475,情人节,n,0
475,玩,v,1
475,天,q,2
475,天气,n,3
475,阴天,n,4
475,阴天,n,5
475,溪水,n,6
475,打进,v,7
475,船里,s,8
475,冷,a,9
475,摆摆,v,10
475,还好,v,11
475,熟悉,v,12
475,坑,n,13
475,网上,s,14
475,门票,n,15
475,镇远,a,16
475,发现,v,17
475,套票,n,18
475,镇远,a,19
475,接送,v,20
475,套票,n,21
475,包含,v,22
475,车费,n,23
475,门票,n,24
475,接送,v,25
475,过程,n,26
475,中,f,27
475,选择,v,28
475,走,v,29
475,高速,d,30
475,掏,v,31
475,过路费,n,32
475,选择,v,33
475,走,v,34
475,高速,d,35
475,建议,n,36
475,镇远,a,37
475,火车站,n,38
475,接待点,n,39
475,咨询,vn,40
475,小心,n,41
475,记得,v,42
475,记下,n,43
475,接待,v,44
475,导游,n,45
475,拍下,v,46
475,证件,n,47
475,留下,v,48
475,随车,n,49
475,电话号码,n,50
475,坑,n,51
475,接送,v,52
475,司机,n,53
475,免费送,v,54
475,点,m,55
